# dft_x model_x dft_y model_y dft_z model_z diff_x diff_y diff_z
0.178479 0.230509 -0.097279 -0.051970 0.846466 0.832495 0.052030 0.045309 0.013971
0.758934 0.761021 0.362625 0.339030 0.642257 0.662684 0.002087 0.023595 0.020427
0.263426 0.256361 1.427962 1.413262 0.209232 0.209650 0.007065 0.014700 0.000417
-1.032577 -1.008591 -0.269001 -0.274114 -0.270401 -0.256950 0.023986 0.005113 0.013451
-0.941084 -0.942876 0.228095 0.213327 -0.066881 -0.053882 0.001792 0.014769 0.012999
0.679516 0.683168 0.757027 0.758882 -0.692600 -0.663572 0.003652 0.001855 0.029029
0.306071 0.316164 -0.020079 -0.047449 0.279027 0.298642 0.010093 0.027369 0.019614
0.620326 0.606640 0.077462 0.063489 -0.151664 -0.113944 0.013687 0.013973 0.037720
-0.852789 -0.819267 0.416422 0.419361 -0.610237 -0.596407 0.033522 0.002940 0.013830
0.506109 0.522429 0.976814 0.970370 1.155545 1.108614 0.016320 0.006444 0.046931
-0.266860 -0.278895 -0.216791 -0.184027 0.778525 0.762260 0.012035 0.032764 0.016265
0.336106 0.334170 0.536128 0.515561 0.121913 0.096999 0.001936 0.020567 0.024915
0.457931 0.463513 -0.258673 -0.244098 0.774918 0.758410 0.005582 0.014574 0.016508
0.270608 0.287368 -0.405868 -0.414009 0.080345 0.035631 0.016760 0.008141 0.044714
0.458117 0.459967 -0.253483 -0.237653 1.057198 1.044866 0.001850 0.015830 0.012331
0.479969 0.467129 -0.712380 -0.709276 0.063424 0.044267 0.012839 0.003104 0.019157
-0.002069 -0.061771 -0.519627 -0.512791 0.248964 0.213442 0.059702 0.006836 0.035522
-0.815678 -0.826587 0.031907 0.001320 -0.336713 -0.400170 0.010908 0.030587 0.063457
-1.029710 -1.053270 -0.114304 -0.118979 0.555487 0.524699 0.023560 0.004675 0.030788
0.651906 0.613340 -0.321969 -0.294550 -0.323969 -0.296876 0.038566 0.027419 0.027093
0.165518 0.169310 -0.411727 -0.401230 0.061929 0.102103 0.003792 0.010498 0.040174
-0.233824 -0.220109 -0.491606 -0.494361 -0.477965 -0.483597 0.013715 0.002756 0.005631
-0.705781 -0.684122 0.538357 0.575462 -0.413777 -0.427728 0.021659 0.037105 0.013951
-0.042353 -0.006706 0.427845 0.405776 -0.409880 -0.370081 0.035646 0.022069 0.039799
-0.336690 -0.329872 0.512590 0.512713 0.334139 0.407860 0.006818 0.000123 0.073721
0.195337 0.206787 -0.583050 -0.618451 0.678218 0.659260 0.011449 0.035401 0.018958
0.779962 0.791018 -0.068902 -0.071696 0.102546 0.110633 0.011056 0.002794 0.008087
0.202900 0.220742 -0.187071 -0.187199 0.176510 0.201219 0.017842 0.000128 0.024709
-0.545917 -0.534125 0.150335 0.170851 0.143874 0.110769 0.011792 0.020515 0.033105
-0.672220 -0.682201 -0.083628 -0.096931 0.319884 0.307365 0.009981 0.013303 0.012519
-0.406733 -0.402393 0.098689 0.117613 -1.341413 -1.331772 0.004340 0.018924 0.009641
0.818810 0.842352 -0.211025 -0.213934 -0.262110 -0.226441 0.023542 0.002909 0.035669
0.917269 0.912391 -0.469452 -0.467559 0.023649 0.039500 0.004878 0.001894 0.015851
-0.390795 -0.365363 -0.916962 -0.893685 -0.445166 -0.442973 0.025432 0.023278 0.002193
0.149084 0.114632 0.272816 0.218183 -0.107160 -0.085066 0.034452 0.054632 0.022094
0.175859 0.186986 -0.180570 -0.123852 0.446387 0.480525 0.011127 0.056718 0.034139
-0.500048 -0.513918 0.176001 0.172567 -0.430188 -0.405293 0.013870 0.003434 0.024894
-0.100761 -0.085133 0.052249 0.059784 -0.623353 -0.573996 0.015628 0.007535 0.049357
0.239945 0.231963 -0.171784 -0.118423 -0.177080 -0.173410 0.007981 0.053361 0.003669
0.410935 0.380401 -0.468902 -0.457898 1.036444 1.038050 0.030534 0.011004 0.001606
0.271972 0.288034 -0.325255 -0.316347 -0.218166 -0.244455 0.016062 0.008908 0.026289
-0.169239 -0.169265 0.045790 0.065184 0.080177 0.057991 0.000026 0.019393 0.022186
0.465156 0.433393 0.173132 0.170185 0.290076 0.317922 0.031763 0.002947 0.027847
-0.309108 -0.305503 0.675776 0.650110 0.586102 0.543307 0.003605 0.025666 0.042795
-0.315647 -0.287638 0.188113 0.154192 0.251688 0.227272 0.028009 0.033921 0.024417
0.503261 0.553980 0.439188 0.458530 0.173835 0.194313 0.050719 0.019343 0.020477
-0.179603 -0.205397 0.486871 0.480895 0.600384 0.623544 0.025794 0.005976 0.023160
-0.175782 -0.185350 -0.550217 -0.583933 0.474351 0.502336 0.009568 0.033716 0.027985
-0.420536 -0.406726 -0.369327 -0.367367 0.308950 0.333526 0.013810 0.001960 0.024577
-1.137678 -1.134543 -0.641274 -0.649821 -0.042632 -0.025703 0.003135 0.008547 0.016929
0.502868 0.480784 -0.333960 -0.315665 0.747577 0.757698 0.022084 0.018295 0.010121
0.087885 0.070011 -1.668123 -1.681075 0.266357 0.245105 0.017874 0.012952 0.021252
-1.224161 -1.204047 -0.487617 -0.483943 -0.040140 -0.044845 0.020113 0.003673 0.004705
-0.107900 -0.119050 0.694382 0.612953 0.330087 0.329551 0.011150 0.081429 0.000536
0.313650 0.271754 -0.307818 -0.298688 -0.030110 -0.038864 0.041896 0.009130 0.008753
-0.459197 -0.513404 0.189671 0.164718 -0.531045 -0.535171 0.054207 0.024952 0.004126
0.136478 0.132802 0.819072 0.840962 0.228650 0.198263 0.003676 0.021890 0.030387
0.227629 0.222639 0.069611 0.070902 -0.134829 -0.133177 0.004990 0.001292 0.001652
-0.166765 -0.192518 -0.187179 -0.197914 -0.595202 -0.642599 0.025753 0.010735 0.047397
0.401237 0.422998 -0.205219 -0.208351 0.495833 0.499688 0.021761 0.003132 0.003855
-0.630514 -0.636882 0.049886 0.062118 -0.184553 -0.188351 0.006368 0.012233 0.003798
-0.693068 -0.672118 -0.284369 -0.284963 0.318113 0.326299 0.020950 0.000594 0.008187
0.760006 0.742220 -0.189333 -0.122432 -0.304209 -0.277602 0.017786 0.066901 0.026607
-0.349428 -0.357003 -0.002433 -0.000638 0.125012 0.120527 0.007575 0.001794 0.004485
-0.301104 -0.274461 -0.719261 -0.722318 0.066773 0.075363 0.026643 0.003057 0.008590
-0.122089 -0.128325 -0.687981 -0.685921 -0.155918 -0.113321 0.006236 0.002060 0.042597
0.353004 0.347589 -0.623407 -0.619744 0.629865 0.615743 0.005415 0.003663 0.014122
-0.018283 -0.026343 1.232747 1.199790 0.706986 0.730336 0.008060 0.032957 0.023350
0.279864 0.276642 0.684288 0.678169 0.050594 0.029844 0.003222 0.006119 0.020750
-0.018111 -0.036848 -0.169446 -0.118753 -0.483431 -0.494411 0.018737 0.050693 0.010980
0.146962 0.160064 -0.430981 -0.407243 0.086766 0.144907 0.013102 0.023739 0.058141
0.440277 0.451881 0.493715 0.493208 0.489455 0.442180 0.011603 0.000507 0.047275
0.830833 0.803477 0.159971 0.143074 0.102602 0.076093 0.027356 0.016897 0.026510
0.339346 0.360756 0.465693 0.446109 -0.087622 -0.116057 0.021410 0.019584 0.028435
0.094302 0.093289 0.275097 0.300612 0.685555 0.623528 0.001012 0.025515 0.062027
-0.403303 -0.390387 -0.128593 -0.095907 0.446845 0.404717 0.012915 0.032686 0.042128
0.341549 0.321137 0.161585 0.136690 0.051543 0.014361 0.020412 0.024895 0.037182
0.477145 0.508733 -0.016619 0.013245 0.147015 0.152018 0.031588 0.029864 0.005003
0.534027 0.542553 -0.158528 -0.177811 -0.180553 -0.194020 0.008526 0.019283 0.013467
0.227145 0.240817 -0.844027 -0.867745 -0.469590 -0.455605 0.013672 0.023719 0.013985
0.004841 0.009185 -0.029091 -0.012597 -0.205634 -0.211097 0.004344 0.016494 0.005464
0.294648 0.307967 -0.406320 -0.414969 0.389867 0.405156 0.013319 0.008649 0.015289
0.329424 0.303334 0.631783 0.686526 -0.020208 0.008958 0.026090 0.054743 0.029167
0.237307 0.250482 -0.209155 -0.181097 0.874376 0.939055 0.013175 0.028057 0.064679
-1.400894 -1.406716 0.292631 0.299682 -0.167475 -0.181546 0.005821 0.007051 0.014071
-0.687807 -0.672370 0.045452 0.033187 0.230941 0.264288 0.015437 0.012265 0.033347
1.610395 1.612372 0.698219 0.730758 0.495984 0.503224 0.001977 0.032539 0.007240
0.094369 0.101449 -0.016664 -0.026591 0.769054 0.794287 0.007080 0.009928 0.025233
-0.114510 -0.087160 -0.292774 -0.289690 0.155931 0.171225 0.027350 0.003084 0.015294
-0.545088 -0.546369 -0.048286 -0.051639 -0.630159 -0.653016 0.001281 0.003354 0.022857
0.502576 0.480292 -0.346118 -0.368732 -0.228673 -0.258814 0.022283 0.022614 0.030140
0.649409 0.633259 0.357703 0.385297 -0.640514 -0.622135 0.016151 0.027594 0.018379
0.378915 0.397788 -0.230088 -0.261394 -0.973732 -0.968994 0.018874 0.031305 0.004737
-0.153703 -0.148501 0.062503 0.065537 -0.031098 -0.051873 0.005202 0.003034 0.020775
0.122496 0.146780 0.687153 0.717432 -1.048525 -1.061119 0.024283 0.030280 0.012595
-0.102975 -0.081855 -0.168884 -0.161268 -1.007657 -1.019779 0.021119 0.007616 0.012122
0.465303 0.430179 -0.233983 -0.214356 -0.204601 -0.231142 0.035124 0.019627 0.026542
-0.089156 -0.108639 -0.352160 -0.313852 -0.289222 -0.272514 0.019483 0.038308 0.016708
-0.271628 -0.297659 -0.944181 -0.893942 -0.165216 -0.178300 0.026030 0.050239 0.013084
-0.298476 -0.326332 -0.941756 -0.948425 1.373757 1.356240 0.027856 0.006668 0.017518
-0.260121 -0.285139 0.326411 0.329777 -0.571882 -0.553823 0.025018 0.003366 0.018059
-0.188284 -0.232725 0.369697 0.353375 -0.214400 -0.189291 0.044441 0.016322 0.025108
-0.680792 -0.674819 0.354490 0.362991 0.095391 0.114561 0.005973 0.008501 0.019170
0.636252 0.637819 0.090160 0.105818 0.973504 0.979541 0.001567 0.015658 0.006037
-0.808778 -0.821182 -0.178558 -0.118181 0.743682 0.757018 0.012404 0.060376 0.013337
-0.149363 -0.139983 -0.601975 -0.614259 2.357551 2.391872 0.009379 0.012284 0.034321
0.031775 0.000093 -0.564797 -0.574792 0.744903 0.739171 0.031682 0.009995 0.005732
0.091920 0.103216 -1.049277 -1.047006 0.331215 0.312593 0.011296 0.002271 0.018622
0.784489 0.787333 0.457512 0.458300 -1.038779 -1.076000 0.002844 0.000787 0.037221
0.236964 0.264720 0.319213 0.317173 -0.452156 -0.413729 0.027756 0.002040 0.038427
-0.761277 -0.788032 -0.722823 -0.708485 0.122676 0.187018 0.026756 0.014338 0.064342
0.999556 0.978765 -0.771841 -0.796122 0.006304 0.035313 0.020791 0.024281 0.029010
-1.193362 -1.175709 -1.064736 -1.067827 0.332819 0.341051 0.017653 0.003091 0.008232
0.086891 0.129711 0.174828 0.210066 -0.360053 -0.400937 0.042820 0.035238 0.040884
0.600330 0.561511 0.544095 0.562514 -0.181986 -0.203132 0.038818 0.018418 0.021146
0.053691 0.088526 0.661123 0.674846 -0.246246 -0.289239 0.034836 0.013723 0.042993
0.240653 0.245886 0.836360 0.810824 -0.112292 -0.149902 0.005232 0.025536 0.037610
-0.060485 0.011505 0.081865 0.079713 -0.503118 -0.512692 0.071990 0.002151 0.009574
0.220614 0.183648 0.536801 0.571135 -0.641448 -0.666181 0.036966 0.034334 0.024733
-0.124890 -0.117391 -0.149394 -0.115696 -0.306583 -0.332492 0.007498 0.033698 0.025909
-0.732221 -0.707867 -0.028962 -0.020228 -0.458675 -0.448847 0.024354 0.008734 0.009829
-0.010544 -0.059468 0.560066 0.518054 0.129696 0.133423 0.048924 0.042012 0.003727
1.171790 1.161367 -0.028012 0.005855 -0.299351 -0.295034 0.010423 0.033867 0.004318
-0.046635 -0.045868 -0.143404 -0.131292 0.124375 0.093000 0.000767 0.012112 0.031375
0.104447 0.187677 -0.228091 -0.207384 -0.475830 -0.449201 0.083230 0.020707 0.026628
-0.173187 -0.149206 -0.523801 -0.522998 -0.559566 -0.577086 0.023981 0.000803 0.017520
-0.149992 -0.146844 -0.674349 -0.671094 0.317362 0.313846 0.003148 0.003254 0.003516
0.006209 -0.002054 0.009839 -0.008304 1.565637 1.555825 0.008263 0.018143 0.009812
0.081835 0.070526 -0.036694 -0.033469 1.036800 1.043701 0.011309 0.003225 0.006901
0.162598 0.167370 0.302979 0.324018 0.067756 0.082866 0.004772 0.021040 0.015110
-0.009475 -0.000850 -0.509919 -0.520700 -0.154283 -0.147156 0.008625 0.010781 0.007127
0.432559 0.404934 1.457791 1.472994 0.568671 0.588579 0.027624 0.015203 0.019907
-0.670321 -0.644634 -0.841327 -0.849582 -0.086354 -0.084646 0.025687 0.008255 0.001708
0.347033 0.360916 -0.220761 -0.224876 -0.538574 -0.519542 0.013882 0.004115 0.019033
-1.326550 -1.321720 1.019154 1.032230 0.746211 0.768737 0.004830 0.013076 0.022526
0.320801 0.316303 -0.261504 -0.249770 -0.588148 -0.587402 0.004499 0.011734 0.000747
-0.502633 -0.522221 0.878455 0.868763 -0.153486 -0.197233 0.019588 0.009691 0.043747
-0.200154 -0.220380 0.142927 0.162206 -1.140150 -1.133930 0.020226 0.019279 0.006221
-0.951362 -0.917404 -0.339702 -0.362316 -0.497693 -0.468205 0.033957 0.022614 0.029488
0.272487 0.314748 -0.338116 -0.344675 -0.220825 -0.251772 0.042262 0.006560 0.030947
-0.060292 -0.058304 -0.279147 -0.262552 -0.048606 -0.066205 0.001988 0.016596 0.017600
0.185119 0.159117 0.814022 0.779753 -0.048412 -0.052665 0.026003 0.034269 0.004253
-0.041656 -0.056078 -0.156137 -0.160780 -0.368307 -0.406838 0.014423 0.004643 0.038530
0.290264 0.302346 0.068080 0.116192 -0.569922 -0.580769 0.012082 0.048112 0.010847
0.083306 0.082254 0.213958 0.239945 -0.064557 -0.097543 0.001052 0.025987 0.032986
-0.831576 -0.831716 0.089784 0.092078 0.541292 0.494364 0.000141 0.002294 0.046928
0.353313 0.349596 -0.045826 -0.053545 0.697275 0.682797 0.003717 0.007720 0.014478
0.771078 0.780990 -0.448315 -0.438522 0.758811 0.752860 0.009913 0.009793 0.005951
-0.066033 -0.104128 -0.231660 -0.241087 0.701394 0.695340 0.038095 0.009427 0.006053
0.600459 0.585865 -0.305011 -0.290085 -0.839457 -0.751408 0.014593 0.014926 0.088049
0.181139 0.204258 0.196812 0.204600 -0.230792 -0.200107 0.023119 0.007788 0.030684
-0.664275 -0.682967 -0.367752 -0.318041 -0.670801 -0.676778 0.018692 0.049712 0.005977
0.077418 0.088039 0.668677 0.661401 -0.035895 -0.033090 0.010621 0.007276 0.002805
0.872912 0.861489 -0.414705 -0.406468 0.377382 0.357985 0.011422 0.008238 0.019397
-0.713464 -0.725629 1.062508 1.068895 -0.751474 -0.735602 0.012164 0.006386 0.015872
0.106831 0.085050 0.468196 0.442768 0.663603 0.691060 0.021781 0.025429 0.027458
-0.374763 -0.357745 -1.145429 -1.143937 0.246015 0.273344 0.017017 0.001491 0.027329
0.240520 0.211262 0.552549 0.580342 -0.360118 -0.334375 0.029258 0.027793 0.025743
-1.121361 -1.080831 -0.170590 -0.180806 0.154808 0.182375 0.040530 0.010216 0.027567
0.611806 0.670266 0.109494 0.088938 0.137145 0.134034 0.058460 0.020557 0.003111
-0.087576 -0.114318 -0.189507 -0.194393 0.208908 0.194667 0.026742 0.004886 0.014241
0.067173 0.073377 0.132359 0.116848 0.281834 0.221113 0.006203 0.015511 0.060721
-0.197372 -0.197161 0.257147 0.249731 0.478543 0.405273 0.000212 0.007416 0.073270
0.488083 0.478269 -0.088785 -0.082665 0.394676 0.360532 0.009815 0.006120 0.034145
0.331515 0.368557 0.376800 0.349161 0.090301 0.068087 0.037042 0.027639 0.022214
-0.046780 -0.035102 0.644829 0.671191 -0.263929 -0.270072 0.011678 0.026362 0.006143
1.308216 1.323574 0.164934 0.154836 -0.266133 -0.261347 0.015358 0.010098 0.004786
-0.156374 -0.152094 -1.080697 -1.058305 -0.089465 -0.089416 0.004280 0.022392 0.000049
-0.371178 -0.362084 -0.835851 -0.816487 -0.151235 -0.151047 0.009094 0.019365 0.000188
0.184960 0.186699 0.753992 0.748589 0.431936 0.429066 0.001739 0.005404 0.002870
-0.458008 -0.447160 0.258138 0.261567 0.891088 0.900864 0.010848 0.003430 0.009777
0.803280 0.825015 0.644801 0.632558 0.687736 0.655597 0.021734 0.012244 0.032139
0.164932 0.150086 -0.932366 -0.938387 -0.493715 -0.506291 0.014846 0.006021 0.012576
-0.502913 -0.516963 -0.492669 -0.462041 0.189689 0.181870 0.014050 0.030628 0.007819
0.279211 0.253797 -0.087907 -0.095820 0.554774 0.556600 0.025414 0.007914 0.001826
0.078854 0.052868 0.871984 0.848634 0.350493 0.376013 0.025986 0.023351 0.025520
0.511575 0.543568 0.378072 0.377991 -0.262829 -0.329433 0.031993 0.000081 0.066604
0.077215 0.132223 0.173375 0.170499 0.048356 -0.001854 0.055008 0.002877 0.050210
0.012464 -0.006037 0.190247 0.193575 0.133701 0.131821 0.018501 0.003329 0.001881
0.267373 0.285708 -0.606136 -0.563266 -0.695826 -0.683826 0.018335 0.042870 0.012000
0.102428 0.124707 -0.283617 -0.255958 0.152939 0.157054 0.022279 0.027660 0.004115
0.773500 0.762711 -0.034187 -0.032870 -0.327472 -0.354417 0.010789 0.001317 0.026944
0.103322 0.087769 -0.313783 -0.299714 -0.088290 -0.066937 0.015553 0.014070 0.021353
-0.849475 -0.861662 -0.439746 -0.457766 -0.161235 -0.184791 0.012187 0.018019 0.023556
-0.046358 -0.090244 0.494389 0.494250 -0.871072 -0.830275 0.043886 0.000139 0.040797
-0.440199 -0.441909 1.394473 1.406912 0.610668 0.604285 0.001710 0.012439 0.006383
1.212084 1.206110 0.018490 0.016845 -0.372748 -0.380141 0.005974 0.001646 0.007393
0.046144 -0.013048 0.029761 0.052802 -1.404271 -1.430022 0.059191 0.023041 0.025750
1.021337 1.064094 0.066972 0.071670 -2.707782 -2.698420 0.042757 0.004698 0.009361
-0.761042 -0.751118 0.851215 0.841655 -0.221800 -0.237039 0.009924 0.009560 0.015239
-0.057754 -0.061807 -0.396846 -0.386165 -0.078632 -0.060035 0.004054 0.010682 0.018596
-0.245989 -0.263986 -1.040901 -1.014033 -0.849183 -0.804165 0.017997 0.026868 0.045017
0.890222 0.911079 -1.831634 -1.842179 0.974460 1.003321 0.020856 0.010544 0.028862
-0.459712 -0.404758 -1.164888 -1.165119 1.132888 1.120853 0.054955 0.000231 0.012036
0.435908 0.456226 -0.150027 -0.103466 -0.349359 -0.341083 0.020318 0.046561 0.008276
0.243729 0.268672 -0.176517 -0.188728 0.099958 0.077020 0.024943 0.012211 0.022939
0.522099 0.519095 0.400720 0.394719 0.444628 0.384752 0.003004 0.006001 0.059876
0.222701 0.221965 0.250114 0.253059 -1.213466 -1.208636 0.000737 0.002945 0.004831
-0.419081 -0.432657 -1.028623 -1.044666 -0.339545 -0.324770 0.013576 0.016043 0.014775
0.105540 0.114708 0.142452 0.162911 0.491270 0.481704 0.009168 0.020459 0.009566
0.031161 -0.003016 0.097321 0.101669 0.146508 0.135168 0.034177 0.004348 0.011341
0.793064 0.726109 -0.170236 -0.150061 0.941941 0.935197 0.066955 0.020174 0.006744
0.158797 0.099663 0.502311 0.534823 0.419820 0.387522 0.059134 0.032512 0.032298
-0.393212 -0.360860 0.193118 0.190767 0.157411 0.151711 0.032352 0.002351 0.005700
-0.086924 -0.109805 -0.192471 -0.239124 0.410203 0.416484 0.022881 0.046653 0.006281
0.019616 0.054122 -0.421906 -0.415703 -0.212142 -0.226019 0.034505 0.006202 0.013877
0.331807 0.298202 -0.204186 -0.170861 -1.411956 -1.408999 0.033606 0.033325 0.002957
-0.676618 -0.688987 -0.064390 -0.053275 0.772556 0.791994 0.012368 0.011115 0.019438
-0.578055 -0.567832 -0.290159 -0.315943 0.438446 0.445861 0.010223 0.025784 0.007415
-0.934554 -0.907236 0.135286 0.102572 0.092164 0.080708 0.027318 0.032715 0.011457
0.484429 0.490546 -0.479760 -0.486945 1.344775 1.339248 0.006118 0.007184 0.005527
-0.243451 -0.280915 0.797467 0.797328 -0.379270 -0.416409 0.037465 0.000139 0.037139
0.019089 0.043476 -0.706325 -0.710814 -1.823469 -1.819261 0.024386 0.004488 0.004208
0.043428 -0.004290 -0.058391 -0.095566 -0.966002 -0.922458 0.047718 0.037176 0.043545
0.147780 0.131845 -0.067080 -0.083551 -0.066252 -0.030877 0.015935 0.016471 0.035376
-0.021971 -0.031710 0.239714 0.240914 -0.487547 -0.494691 0.009739 0.001201 0.007144
0.360793 0.371958 1.951754 1.930629 -0.327556 -0.322614 0.011165 0.021125 0.004942
0.391785 0.396385 -0.174226 -0.192815 0.066709 0.069088 0.004600 0.018589 0.002379
0.622814 0.604140 0.012815 0.030522 -0.097501 -0.127315 0.018673 0.017707 0.029814
0.122197 0.089069 0.840172 0.839497 0.781025 0.767580 0.033128 0.000676 0.013445
0.884181 0.850533 -0.370654 -0.376845 -0.705184 -0.702981 0.033649 0.006191 0.002203
-0.357628 -0.343476 0.250069 0.218769 0.018364 0.025737 0.014152 0.031300 0.007372
-0.223015 -0.279867 0.394924 0.430774 0.998587 0.997825 0.056852 0.035851 0.000762
0.479991 0.493422 -0.111059 -0.137491 1.326691 1.318885 0.013431 0.026432 0.007806
-0.191600 -0.196516 0.316280 0.320875 -0.039932 -0.047341 0.004916 0.004595 0.007409
-0.498865 -0.497394 0.976743 0.967734 0.614002 0.623744 0.001471 0.009009 0.009742
-0.140716 -0.139994 -0.254280 -0.243993 -0.125284 -0.080481 0.000722 0.010288 0.044803
-0.061917 -0.037974 0.524588 0.517926 -0.953150 -0.894724 0.023943 0.006662 0.058426
0.584103 0.555256 -0.420968 -0.428902 0.557586 0.579930 0.028847 0.007934 0.022344
-0.230646 -0.214554 -0.556248 -0.550011 -0.547827 -0.586235 0.016091 0.006237 0.038409
0.372361 0.364319 1.148705 1.193733 -1.439109 -1.472363 0.008042 0.045028 0.033254
-0.500956 -0.494065 -0.445510 -0.412702 0.167148 0.196216 0.006892 0.032809 0.029067
-0.512932 -0.511205 1.558875 1.584586 0.068897 0.051307 0.001727 0.025711 0.017589
0.198652 0.210428 0.283154 0.310125 -0.497657 -0.536186 0.011775 0.026970 0.038529
0.216954 0.183929 0.048407 -0.003138 0.845016 0.841220 0.033024 0.051545 0.003796
0.609214 0.627777 -0.300930 -0.347697 -0.369325 -0.345205 0.018562 0.046766 0.024120
0.380602 0.382906 0.055341 0.093272 0.324602 0.317307 0.002303 0.037931 0.007295
-0.248302 -0.273330 0.043521 0.062235 -1.541287 -1.585070 0.025029 0.018714 0.043783
0.469068 0.444818 -0.536012 -0.550405 -0.468840 -0.480109 0.024250 0.014392 0.011269
-0.293436 -0.292368 1.358644 1.359363 0.229460 0.221777 0.001068 0.000719 0.007683
-0.886923 -0.926135 -0.867165 -0.897973 -1.067756 -1.097206 0.039212 0.030808 0.029450
0.292202 0.292630 -0.385485 -0.376169 0.891635 0.872978 0.000428 0.009316 0.018657
0.245064 0.233406 -0.939722 -0.973631 -0.214151 -0.207214 0.011658 0.033909 0.006937
0.236863 0.227401 -0.597445 -0.644008 0.217693 0.225598 0.009462 0.046563 0.007906
-0.112610 -0.105148 0.430582 0.380524 0.398675 0.442055 0.007463 0.050058 0.043380
0.075668 0.076690 -1.424659 -1.396585 0.141130 0.103595 0.001022 0.028074 0.037536
0.133029 0.125708 0.224098 0.189012 -0.173845 -0.188679 0.007321 0.035086 0.014835
0.347186 0.319586 0.100032 0.105518 -0.027696 -0.058520 0.027600 0.005487 0.030824
-0.459199 -0.444992 -0.236332 -0.214555 0.981550 0.966504 0.014208 0.021777 0.015046
0.649466 0.618820 0.639828 0.643304 0.369148 0.362375 0.030646 0.003476 0.006773
-0.198564 -0.198422 -0.215570 -0.215085 0.314734 0.348669 0.000142 0.000485 0.033934
-0.206754 -0.212427 -0.011224 -0.015523 -0.251026 -0.224426 0.005673 0.004299 0.026600
0.779759 0.775012 0.372619 0.348150 0.470223 0.472183 0.004747 0.024468 0.001960
-0.226659 -0.270609 -0.788109 -0.795415 -0.247865 -0.242240 0.043950 0.007306 0.005625
0.151287 0.154098 0.236196 0.195189 0.568084 0.546689 0.002812 0.041007 0.021395
-0.199861 -0.221928 0.856609 0.832299 -0.433617 -0.442419 0.022067 0.024310 0.008802
-0.086263 -0.078602 -0.457452 -0.463265 -0.474899 -0.508296 0.007661 0.005813 0.033397
-0.616133 -0.591208 -0.233897 -0.213514 -0.530556 -0.557663 0.024925 0.020383 0.027107
1.045509 1.057066 -0.107294 -0.128096 0.766298 0.759987 0.011557 0.020802 0.006311
0.434883 0.437054 -0.649656 -0.637371 0.187288 0.194086 0.002171 0.012285 0.006798
0.133311 0.128180 -0.122789 -0.122157 0.194816 0.164173 0.005131 0.000632 0.030643
-0.193825 -0.211009 -0.211500 -0.215285 0.356883 0.337987 0.017184 0.003785 0.018896
-0.220636 -0.211401 1.437354 1.415956 0.030918 -0.011522 0.009235 0.021398 0.042439
-0.004883 0.007271 -0.521590 -0.537173 -1.193444 -1.205389 0.012154 0.015583 0.011945
-0.411037 -0.375915 0.127806 0.090008 0.207197 0.204996 0.035121 0.037798 0.002200
0.131071 0.119673 -0.581054 -0.596716 0.840288 0.826586 0.011398 0.015662 0.013702
-0.141391 -0.157950 -0.057659 -0.036766 -0.354629 -0.367108 0.016560 0.020893 0.012478
1.159614 1.245081 0.608689 0.573255 1.196774 1.210090 0.085467 0.035435 0.013316
-0.225676 -0.301087 0.228801 0.212366 -0.181202 -0.191402 0.075411 0.016435 0.010201
-0.113123 -0.145441 -0.173736 -0.167963 0.042557 0.048182 0.032317 0.005773 0.005624
-0.466703 -0.461822 -1.026742 -1.047178 -0.489433 -0.458972 0.004881 0.020436 0.030461
-0.278304 -0.318183 0.719183 0.696909 -1.015745 -1.019628 0.039879 0.022274 0.003883
-0.308401 -0.266389 -0.627293 -0.669398 -1.603227 -1.591881 0.042012 0.042105 0.011346
1.398145 1.394383 -0.380373 -0.353581 -0.791452 -0.773356 0.003762 0.026792 0.018097
0.437495 0.492036 -0.190184 -0.167276 0.041584 0.055034 0.054540 0.022909 0.013450
-0.507887 -0.496541 -0.655733 -0.645190 -0.030026 -0.046552 0.011346 0.010543 0.016526
-0.567804 -0.576302 -0.303491 -0.291629 -0.661638 -0.658516 0.008498 0.011862 0.003122
0.144325 0.137645 0.085699 0.080006 0.933266 0.966579 0.006680 0.005693 0.033313
0.084772 0.054236 -0.165056 -0.172890 -0.072075 -0.046913 0.030535 0.007834 0.025162
0.495400 0.496359 -1.311955 -1.354893 0.105920 0.106719 0.000959 0.042938 0.000798
-0.656836 -0.680049 -0.029747 -0.031825 0.811153 0.825048 0.023213 0.002078 0.013895
0.586911 0.565359 -0.678940 -0.655769 0.662857 0.663688 0.021552 0.023171 0.000831
-0.380609 -0.369374 0.290967 0.225369 1.184857 1.166412 0.011235 0.065598 0.018445
0.164452 0.208962 0.184294 0.212916 1.438998 1.449334 0.044509 0.028622 0.010336
0.695344 0.721377 -0.016834 -0.040886 0.203306 0.217837 0.026033 0.024053 0.014531
-0.072764 -0.068201 -0.658987 -0.650186 0.201816 0.179083 0.004563 0.008801 0.022733
-0.029848 -0.026094 0.426152 0.406794 0.497308 0.488763 0.003755 0.019358 0.008545
0.234302 0.216761 0.674980 0.677530 0.766322 0.790724 0.017541 0.002550 0.024402
-0.306297 -0.293574 0.030349 0.033001 -0.412972 -0.424214 0.012724 0.002652 0.011242
-0.086726 -0.076840 0.340681 0.369597 0.451264 0.472411 0.009886 0.028916 0.021147
0.238840 0.223152 -0.101012 -0.086428 0.389341 0.429013 0.015689 0.014584 0.039672
